,...1,latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
981,982,42.375412,-71.038176,arguetas corp,30 Bennington St,2128,0,,99,Undefined,0.0,Not Available,East Boston,POINT (-71.038176 42.375412),,0,1
982,983,42.370683,-71.038741,apac,21 Meridian St,2128,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,5.0,1 to 9,East Boston,POINT (-71.038741 42.370683),,0,1
983,984,42.376327,-71.039642,ap dental & laser center,231 Border St,2128,621210,Offices of Dentists,62,Healthcare and Social Assistance,5.0,1 to 9,East Boston,POINT (-71.039642 42.376327),,0,1
984,985,42.37526,-71.037399,ag bella beauty salon,37 Bennington St,2128,812112,Beauty Salons,81,Other Services,3.0,1 to 9,East Boston,POINT (-71.037399 42.37526),,0,1
985,986,42.369232,-71.039166,aeroservicio express inc,35 Maverick Sq,2128,813410,Civic and Social Organizations,81,Other Services,8.0,1 to 9,East Boston,POINT (-71.039166 42.369232),,0,1
986,987,42.371048,-71.038669,adult probation department,37 Meridian St,2128,921120,Legislative Bodies,92,Public Administration,18.0,10 to 24,East Boston,POINT (-71.038669 42.371048),,0,1
987,988,42.374936,-71.038301,accounting & tax practices,13 Bennington St,2128,541219,Other Accounting Services,54,"Professional, Scientific, and Technical Services",5.0,1 to 9,East Boston,POINT (-71.038301 42.374936),,0,1
988,989,42.37422,-71.0396,abcd east boston head start,68 Central Sq,2128,624410,Child Day Care Services,62,Healthcare and Social Assistance,2.0,1 to 9,East Boston,POINT (-71.0396 42.37422),,0,1
989,990,42.370683,-71.038741,abcd,21 Meridian St,2128,813319,Other Social Advocacy Organizations,81,Other Services,0.0,Not Available,East Boston,POINT (-71.038741 42.370683),,0,1
990,991,42.368775,-71.039113,"a-affordable insurance agency, inc",222 Sumner St,2128,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,3.0,1 to 9,East Boston,POINT (-71.039113 42.368775),,0,1
991,992,42.375149,-71.037656,a & e hardware,29 Bennington St,2128,444130,Hardware Stores,44,Retail Trade,3.0,1 to 9,East Boston,POINT (-71.037656 42.375149),,0,1
992,993,42.375984,-71.036583,99 cent center,66 Bennington St,2128,452319,All Other General Merchandise Stores,45,Retail Trade,2.0,1 to 9,East Boston,POINT (-71.036583 42.375984),,0,1
993,994,42.369381,-71.039824,7-eleven,14 Maverick Sq,2128,445120,Convenience Stores,44,Retail Trade,7.0,1 to 9,East Boston,POINT (-71.039824 42.369381),,0,1
994,995,42.370491,-71.038746,1a carniceria y legumbreria,9 Meridian St,2128,445210,Meat Markets,44,Retail Trade,4.0,1 to 9,East Boston,POINT (-71.038746 42.370491),,0,1
995,996,42.37545,-71.038749,taqueria monte cristo,36 Central Sq,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,5.0,1 to 9,East Boston,POINT (-71.038749 42.37545),,0,1
996,997,42.375923,-71.039345,tacomania restaurant,244 Meridian St,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,East Boston,POINT (-71.039345 42.375923),,0,1
997,998,42.374491,-71.038838,sweet boba,9 Central Sq,2128,445299,All Other Specialty Food Stores,44,Retail Trade,5.0,1 to 9,East Boston,POINT (-71.038838 42.374491),,0,1
998,999,42.375573,-71.038836,restaurante montecristo,35 Central Sq,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,East Boston,POINT (-71.038836 42.375573),,0,1
999,1000,42.376122,-71.036049,los pinos medican restaurant,82 Bennington St,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,4.0,1 to 9,East Boston,POINT (-71.036049 42.376122),,0,1
1000,1001,42.371777,-71.038696,laavuneansia restaurant,59 Meridian St,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,East Boston,POINT (-71.038696 42.371777),,0,1
1001,1002,42.373727,-71.038877,ispanoamericana market,153 Meridian St,2128,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,2.0,1 to 9,East Boston,POINT (-71.038877 42.373727),,0,1
1002,1003,42.375782,-71.037118,el penol,54 Bennington St,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,East Boston,POINT (-71.037118 42.375782),,0,1
1003,1004,42.37461,-71.03871,el jardin,15 Central Sq,2128,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,East Boston,POINT (-71.03871 42.37461),,0,1
